tracking_event_id,tracking_number,batch_id,raw_payload,created_at,has_ascan,has_dscan,time_since_last_scan_days,carrier_accepted_date,carrier_delivery_date,label_print_date,last_tracking_event,last_tracking_event_date,MaerskTrackingNumber,TrackingNumber
,9400140202022011237754,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MX1234A20029998030,
,9434640202022005487235,,,,TRUE,TRUE,309,7/2/2025,7/6/2025,7/1/2025,Delivered in/at mailbox,7/6/2025,1MX1234A30038298369,
,1ZF2H3730302179507,,,,TRUE,TRUE,306,7/7/2025,7/9/2025,7/1/2025,Parcel Successfully Delivered,7/9/2025,1MX1234A30038308664,
,9400140202022011169741,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/5/2025,1MX1234A30038318474,
,9400140202022011191926,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MX1234A30038331570,
,9400140202022011199199,,,,TRUE,TRUE,313,7/1/2025,7/2/2025,7/1/2025,Delivered in/at mailbox,7/2/2025,1MX1234A30038335372,
,9418440202022000317931,,,,TRUE,FALSE,313,7/2/2025,,7/1/2025,Parcel In-transit,7/2/2025,1MX1234A30038336632,
,9400140202022011205340,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MX1234A30038339141,
,9400140202022011206934,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MX1234A30038339983,
,9436240202022000368720,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MX1234A30038346925,
,9434640202022005523254,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MX1234A30038356780,
,9400140202022011249474,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,"Delivered, Parcel Locker",7/3/2025,1MX1234A30038369414,
,1ZF2H3730300757501,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Parcel Successfully Delivered,7/3/2025,1MX1234A60011222839,
,9400140202022011158431,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MX1234A60011295266,
,9400140202022011158691,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MX1234A60011295525,
,9434640202022005491478,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MX1234A60011296054,
,9400140202022011166733,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MX1234A60011302456,
,9400140202022011169956,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MX1234A60011304010,
,9434640202022005502044,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MX1234A60011315629,
,9436240202022000368478,,,,TRUE,TRUE,313,7/2/2025,7/2/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/2/2025,1MX1234A60011326216,
,9400140202022011228806,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/7/2025,1MX1234A60011340694,
,9400140202022011240600,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MX1234A60011349558,
,9436240202022000369529,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MX1234A60011361204,
,9400140202022011157700,,,,TRUE,TRUE,308,7/1/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MX1234A80017029829,
,9405540202022002981119,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MX1234A80017036939,
,9400140202022011175414,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MX1234A80017042677,
,9400140202022011182702,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MX1234A80017047403,
,9400140202022011188575,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MX1234A80017050531,
,9400140202022011221500,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MX1234A80017070645,
,6A02784451863,,,,TRUE,TRUE,277,7/3/2025,7/4/2025,7/1/2025,Parcel Successfully Delivered,8/7/2025,1MX1234AB0000629704,
,3UW1HJ9160811,,,,TRUE,TRUE,311,7/3/2025,7/4/2025,7/1/2025,Parcel Successfully Delivered,7/4/2025,1MX1234AB0000641629,
,9400140202022011168430,,,,TRUE,TRUE,179,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,11/13/2025,1MXYN01A20029908312,
,9400140202022011208242,,,,TRUE,TRUE,179,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,11/13/2025,1MXYN01A20029954166,
,9400140202022011211495,,,,TRUE,TRUE,179,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,11/13/2025,1MXYN01A20029959699,
,6a40e5efc7a6f88f0,,,,TRUE,TRUE,179,7/2/2025,7/4/2025,7/1/2025,Parcel Successfully Delivered,11/13/2025,1MXYN01A30038339578,
,9434640202022005518724,,,,TRUE,TRUE,179,7/2/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/13/2025,1MXYN01A30038351538,
,9434640202022005520819,,,,TRUE,TRUE,179,7/3/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/13/2025,1MXYN01A30038354373,
,9434640202022005491638,,,,TRUE,TRUE,236,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,9/17/2025,1MXYN01A60011296650,
,9434640202022005509173,,,,TRUE,TRUE,179,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/13/2025,1MXYN01A60011325709,
,9434640202022005511206,,,,TRUE,TRUE,179,7/1/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/13/2025,1MXYN01A60011327790,
,9434640202022005528105,,,,TRUE,TRUE,179,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/13/2025,1MXYN01A60011348445,
,e65c1489595e7c3c1,,,,TRUE,TRUE,179,7/2/2025,7/4/2025,7/1/2025,Parcel Successfully Delivered,11/13/2025,1MXYN01A80017091514,
,05162013439122,,,,TRUE,TRUE,293,7/10/2025,7/22/2025,7/1/2025,Departed from Maersk Facility,7/22/2025,1MAMPH4AB0000633293,
,9434640202022005495360,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Parcel Locker",7/5/2025,1MAMR01A20029914195,
,9434640202022005528884,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MAMR01A20030000418,
,9434640202022005535486,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Parcel Locker",7/5/2025,1MAMR01A20030013311,
,9434640202022005539330,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MAMR01A20030019272,
,9434640202022005538418,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MAMR01A30038372485,
,9434640202022005540299,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MAMR01A30038374072,
,1Z8X42710395291901,,,,TRUE,TRUE,308,7/1/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,7/7/2025,1MAMR01A60011331773,
,9434640202022005477175,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MAMR01A80016946174,
,LTN382402008N1,,,,TRUE,TRUE,280,7/1/2025,7/6/2025,7/1/2025,Parcel Successfully Delivered,8/4/2025,1MAMR01A80017061432,
,LTN382438246N1,,,,TRUE,TRUE,280,7/2/2025,7/6/2025,7/1/2025,Parcel Successfully Delivered,8/4/2025,1MAMR01A80017081377,
,9400140202022011223986,,,,TRUE,TRUE,179,7/2/2025,7/6/2025,7/1/2025,Delivered in/at mailbox,11/13/2025,1MBDGRZA20029977127,
,9400140202022011220992,,,,TRUE,TRUE,178,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/14/2025,1MBDGRZA80017070139,
,JJD0002232272085312,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Parcel Successfully Delivered,7/3/2025,1MCBHK1AB0000628354,
,9402237903575153706161,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA20029915556,
,9402037903575153537112,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA20029925591,
,9402237903575153706383,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA20029925658,
,9402037903575153537730,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA20029929326,
,9400140202022011207696,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MHUD0AA20029953435,
,9402237903575153705621,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA60011288819,
,9402037903575153532780,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA60011294164,
,9402037903575153533916,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA60011301400,
,9402037903575153534500,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA60011303064,
,9400140202022011168416,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MHUD0AA60011303255,
,9400140202022011197157,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MHUD0AA60011319522,
,9400140202022011206682,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MHUD0AA60011325271,
,9400140202022011224273,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/5/2025,1MHUD0AA60011337779,
,9402037903575153540624,,,,FALSE,FALSE,314,,,7/1/2025,Lastmile Notice: Shipping data received,7/1/2025,1MHUD0AA80017054962,
,3.90574E+11,,,,TRUE,TRUE,307,7/3/2025,7/8/2025,7/1/2025,Parcel Successfully Delivered,7/8/2025,1MILYCFA20029979567,
,3.90554E+11,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,7/7/2025,1MILYCFA80017024419,
,9434640202022005490624,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MKEND1A20029889286,
,9436240202022000368232,,,,TRUE,TRUE,308,7/5/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MKEND1A20029908222,
,9400140202022011185598,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MKEND1A20029929562,
,9436240202022000368430,,,,TRUE,TRUE,308,7/5/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MKEND1A20029949193,
,9400140202022011213772,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,"Delivered, Parcel Locker",7/5/2025,1MKEND1A20029962503,
,9434640202022005527634,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MKEND1A20029997714,
,9400140202022011242987,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MKEND1A20030003130,
,9434640202022005476536,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MKEND1A30038224302,
,9434640202022005488058,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MKEND1A30038300521,
,9418440202022000317597,,,,TRUE,TRUE,308,7/5/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MKEND1A60011294894,
,9434640202022005503447,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MKEND1A60011317272,
,9434640202022005520871,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MKEND1A80017074975,
,9400140202022011235019,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Parcel Locker",7/7/2025,1MKENDOA60011345835,
,9400140202022011141945,,,,TRUE,TRUE,180,7/1/2025,7/3/2025,7/1/2025,"Delivered, to Individual/Neighbor",11/12/2025,1MLIFVNA20029739493,
,9434640202022005482063,,,,TRUE,TRUE,180,7/1/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/12/2025,1MLIFVNA20029759754,
,9434640202022005484609,,,,TRUE,TRUE,180,7/1/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,11/12/2025,1MLIFVNA30038253146,
,9434640202022005478936,,,,TRUE,TRUE,180,7/1/2025,7/2/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/12/2025,1MLIFVNA60011218935,
,9405540202022002975576,,,,TRUE,TRUE,270,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,8/14/2025,1MLIFVNA80016953419,
,9434640202022005479872,,,,TRUE,TRUE,180,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,11/12/2025,1MLIFVNA80016956467,
,9434640202022005480687,,,,TRUE,TRUE,180,7/1/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",11/12/2025,1MLIFVNA80016958111,
,MSK75140733520316116900,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,7/7/2025,1MMIN01A20030021501,
,MSK75137037844538849120,,,,TRUE,TRUE,293,7/2/2025,7/22/2025,7/1/2025,Parcel Returned to Maersk,7/22/2025,1MMIN01A30038306527,
,MSK75137977717506884780,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Parcel Successfully Delivered,7/3/2025,1MMIN01A60011312862,
,MSK75133570581292920270,,,,TRUE,TRUE,277,7/2/2025,7/6/2025,7/1/2025,Parcel Successfully Delivered,8/7/2025,1MMIN01A80016955219,
,MSK75137969325404454080,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,7/7/2025,1MMIN01A80017047728,
,MSK75141221688243502670,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Parcel Successfully Delivered,7/3/2025,1MMIN01A80017096856,
,MSK75141414418768864910,,,,TRUE,TRUE,311,7/3/2025,7/4/2025,7/1/2025,Parcel Successfully Delivered,7/4/2025,1MMIN01A80017097419,
,BTP_030007D76QB,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Parcel Successfully Delivered,7/5/2025,1MMNG01A20030022322,
,BTP_03000XKK7SC,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Parcel Successfully Delivered,7/3/2025,1MMNG01A60011334877,
,9405540202022002980105,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MMSC01A20029898444,
,9400140202022011216827,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered at Back door/Safe place,7/5/2025,1MMSC01A30038347375,
,9400140202022011223863,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MMSC01A80017072636,
,9400140202022011211808,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MPENT0A20029960073,
,9400140202022011228646,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MPENT0A20029982842,
,1Z7A834V0308709338,,,,TRUE,TRUE,307,7/2/2025,7/8/2025,7/1/2025,Parcel Successfully Delivered,7/8/2025,1MPENT0A20030007055,
,1Z7A834V0307252387,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Parcel Successfully Delivered,7/3/2025,1MPENT0A20030010194,
,9400140202022011202332,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/3/2025,1MPENT0A80017057909,
,9261290376122406480655,,,,TRUE,TRUE,179,7/2/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,11/13/2025,1MPURVNA20029892785,
,9261290376122406486060,,,,TRUE,TRUE,179,7/2/2025,7/9/2025,7/1/2025,Parcel Successfully Delivered,11/13/2025,1MPURVNA30038324820,
,9261290376122406500858,,,,TRUE,TRUE,179,7/2/2025,7/9/2025,7/1/2025,Parcel Successfully Delivered,11/13/2025,1MPURVNA60011292915,
,9400150105795005065448,,,,TRUE,TRUE,230,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,9/23/2025,1MSIMF1A20029876653,
,9400150105797005061499,,,,TRUE,TRUE,230,7/1/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",9/23/2025,1MSIMF1A20029888476,
,3.90577E+11,,,,TRUE,TRUE,307,7/2/2025,7/8/2025,7/1/2025,Parcel Successfully Delivered,7/8/2025,1MSIMF1A20029990166,
,3.90581E+11,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Parcel Successfully Delivered,7/5/2025,1MSIMF1A20030004771,
,3.90581E+11,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Parcel Successfully Delivered,7/5/2025,1MSIMF1A20030006964,
,9418411105495898046210,,,,TRUE,TRUE,230,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,9/23/2025,1MSIMF1A20030016000,
,3.90587E+11,,,,TRUE,TRUE,311,7/1/2025,7/4/2025,7/1/2025,Parcel Successfully Delivered,7/4/2025,1MSIMF1A20030022063,
,9400150105794005154831,,,,TRUE,TRUE,230,7/2/2025,7/3/2025,7/1/2025,"Delivered, Parcel Locker",9/23/2025,1MSIMF1A30038327485,
,9400150105495006387241,,,,TRUE,TRUE,230,7/2/2025,7/3/2025,7/1/2025,"Delivered, Parcel Locker",9/23/2025,1MSIMF1A30038341289,
,9400150105797005101171,,,,TRUE,TRUE,230,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,9/23/2025,1MSIMF1A60011311850,
,3.90562E+11,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Parcel Successfully Delivered,7/3/2025,1MSIMF1A60011313739,
,3.90565E+11,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Parcel Successfully Delivered,7/5/2025,1MSIMF1A60011321659,
,9418411105495897608938,,,,TRUE,TRUE,230,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",9/23/2025,1MSIMF1A60011343158,
,3.90586E+11,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Parcel Successfully Delivered,7/5/2025,1MSIMF1A60011358862,
,3.90587E+11,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Parcel Successfully Delivered,7/7/2025,1MSIMF1A60011361114,
,3.90562E+11,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Parcel Successfully Delivered,7/3/2025,1MSIMF1A80017048774,
,9200190371472212356536,,,,TRUE,TRUE,272,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,8/12/2025,1MTEM01A20029716487,
,9234690371472201337357,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A20029717051,
,9200190372425000122164,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A20029718951,
,9200190371472212365569,,,,TRUE,TRUE,307,7/2/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A20029722844,
,9200190371455700599691,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029725252,
,9200190371472212374776,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/7/2025,1MTEM01A20029728828,
,9234690371472201340326,,,,TRUE,TRUE,312,7/1/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A20029734836,
,9234690371472201340340,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029734959,
,9200190371472212390806,,,,TRUE,TRUE,298,7/15/2025,7/17/2025,7/1/2025,Delivered in/at mailbox,7/17/2025,1MTEM01A20029739156,
,9200190371748800261880,,,,TRUE,TRUE,305,7/4/2025,7/10/2025,7/1/2025,Delivered in/at mailbox,7/10/2025,1MTEM01A20029740057,
,9200190371472212392442,,,,TRUE,TRUE,310,7/1/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029740147,
,9234690371472201342290,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029741889,
,9234690371472201342313,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029741902,
,9200190371472212395627,,,,TRUE,TRUE,297,7/12/2025,7/18/2025,7/1/2025,Delivered in/at mailbox,7/18/2025,1MTEM01A20029742521,
,9200190371472212400918,,,,TRUE,TRUE,310,7/3/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029745805,
,9200190371472212405678,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A20029749124,
,9200190371263500007687,,,,TRUE,TRUE,299,7/9/2025,7/16/2025,7/1/2025,Delivered in/at mailbox,7/16/2025,1MTEM01A20029754658,
,9200190371472212416049,,,,TRUE,TRUE,308,7/1/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029756795,
,9200190371472212418081,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029758067,
,9200190371472212420107,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029759260,
,9200190371263400315820,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,"Delivered, Parcel Locker",7/7/2025,1MTEM01A20029760813,
,9200190371472212428202,,,,TRUE,TRUE,307,7/6/2025,7/8/2025,7/1/2025,Delivered in/at mailbox,7/8/2025,1MTEM01A20029765021,
,9200190371472212430854,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029766617,
,9234690371472201348582,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/3/2025,1MTEM01A20029769249,
,9200190371472212439048,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029772232,
,9200190371472212439246,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029772489,
,9200190371472212439574,,,,TRUE,TRUE,310,7/5/2025,7/5/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/5/2025,1MTEM01A20029772692,
,9200190371472212443236,,,,TRUE,TRUE,308,7/1/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029774830,
,9200190371472212446862,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,"Delivered, Parcel Locker",7/7/2025,1MTEM01A20029777192,
,9200190371472212449863,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029779813,
,9200190371472212451477,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,"Delivered, Parcel Locker",7/7/2025,1MTEM01A20029781063,
,9200190371472212455352,,,,TRUE,TRUE,309,7/3/2025,7/6/2025,7/1/2025,Delivered in/at mailbox,7/6/2025,1MTEM01A20029783469,
,9200190371472212457554,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029785102,
,9200190371472212457929,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029785281,
,9200190371472212459329,,,,TRUE,TRUE,301,7/9/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A20029786406,
,9200190371455700600892,,,,TRUE,TRUE,308,7/2/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029788734,
,9200190371472212462923,,,,TRUE,TRUE,303,7/9/2025,7/12/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/12/2025,1MTEM01A20029788790,
,9200190371472212471567,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029794371,
,9234690371472201354538,,,,TRUE,TRUE,307,7/6/2025,7/8/2025,7/1/2025,"Delivered, Front Door/Porch/Reception",7/8/2025,1MTEM01A20029798038,
,9234690371472201355009,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,Delivered in/at mailbox,7/5/2025,1MTEM01A20029800739,
,9200190371472212488978,,,,TRUE,TRUE,308,7/3/2025,7/7/2025,7/1/2025,Delivered in/at mailbox,7/7/2025,1MTEM01A20029803518,
,9200190371472212493583,,,,TRUE,TRUE,312,7/2/2025,7/3/2025,7/1/2025,Delivered in/at mailbox,7/3/2025,1MTEM01A20029805767,
,9200190371472212497765,,,,TRUE,FALSE,304,7/11/2025,,7/1/2025,Attempted Delivery: No Access,7/11/2025,1MTEM01A20029807949,
,9200190371472212502285,,,,TRUE,TRUE,301,7/10/2025,7/14/2025,7/1/2025,Delivered in/at mailbox,7/14/2025,1MTEM01A20029810538,
,9234690371472201357614,,,,TRUE,TRUE,310,7/2/2025,7/5/2025,7/1/2025,"Delivered, to Individual/Neighbor",7/5/2025,1MTEM01A20029811045,
,9200190371472212511539,,,,TRUE,TRUE,304,7/8/2025,7/11/2025,7/1/2025,Delivered in/at mailbox,7/11/2025,1MTEM01A20029815768,
